CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk,PredictedLabel,ProbabilityFavorable
0_to_200,34,prior_payments_delayed,radio_tv,6163,100_to_500,1_to_4,4,male,none,3,savings_insurance,33,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.64780396
no_checking,25,prior_payments_delayed,education,5194,100_to_500,less_1,4,female,none,4,car_other,26,none,own,2,skilled,1,none,yes,Risk,No Risk,0.589407467
no_checking,44,prior_payments_delayed,radio_tv,7899,unknown,greater_7,5,male,co-applicant,4,unknown,54,none,free,3,unskilled,1,yes,yes,Risk,Risk,0.086978203
no_checking,26,all_credits_paid_back,appliances,5232,less_100,1_to_4,3,male,none,3,real_estate,26,stores,own,1,unskilled,1,none,yes,No Risk,No Risk,0.787755477
0_to_200,26,credits_paid_to_date,radio_tv,3261,less_100,less_1,3,male,none,3,real_estate,36,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.771364592
no_checking,46,outstanding_credit,education,5670,unknown,greater_7,5,male,co-applicant,3,car_other,49,stores,own,2,unskilled,2,yes,yes,No Risk,Risk,0.226479183
greater_200,23,credits_paid_to_date,business,4031,500_to_1000,greater_7,4,male,none,4,car_other,47,none,own,2,skilled,2,yes,yes,No Risk,Risk,0.479202191
no_checking,34,prior_payments_delayed,appliances,5422,500_to_1000,4_to_7,5,male,none,4,unknown,34,none,own,2,skilled,2,yes,yes,Risk,Risk,0.414862437
no_checking,26,prior_payments_delayed,car_used,4660,100_to_500,1_to_4,3,female,guarantor,4,savings_insurance,60,none,own,2,skilled,1,yes,yes,Risk,Risk,0.438287235
0_to_200,17,credits_paid_to_date,car_used,3002,less_100,less_1,3,female,none,2,car_other,41,bank,own,2,unskilled,1,yes,yes,No Risk,No Risk,0.769012361
no_checking,41,outstanding_credit,radio_tv,6124,greater_1000,greater_7,5,male,co-applicant,5,unknown,51,none,free,2,skilled,2,yes,yes,Risk,Risk,0.060177565
0_to_200,18,prior_payments_delayed,repairs,250,100_to_500,1_to_4,2,male,co-applicant,3,real_estate,39,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.787761526
less_0,24,credits_paid_to_date,retraining,7200,less_100,1_to_4,3,female,none,1,unknown,29,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.7845632
greater_200,32,outstanding_credit,furniture,1528,greater_1000,1_to_4,4,male,none,4,car_other,29,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.591483054
0_to_200,28,credits_paid_to_date,car_used,2605,less_100,1_to_4,3,female,none,3,savings_insurance,36,none,free,1,skilled,1,none,no,Risk,No Risk,0.693512887
no_checking,17,credits_paid_to_date,car_used,1841,100_to_500,less_1,2,male,none,2,real_estate,35,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.838178149
no_checking,37,credits_paid_to_date,appliances,4989,100_to_500,greater_7,4,male,none,3,savings_insurance,39,none,own,2,skilled,2,yes,yes,No Risk,Risk,0.456985977
no_checking,31,outstanding_credit,repairs,5548,500_to_1000,4_to_7,4,male,none,4,savings_insurance,32,stores,own,1,skilled,2,yes,yes,No Risk,No Risk,0.603228361
0_to_200,18,credits_paid_to_date,car_new,3689,500_to_1000,unemployed,1,male,none,1,real_estate,36,none,own,1,skilled,2,yes,yes,No Risk,No Risk,0.860697251
less_0,11,all_credits_paid_back,car_new,716,less_100,unemployed,1,male,none,2,real_estate,38,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.952561886
no_checking,26,prior_payments_delayed,car_used,5072,100_to_500,1_to_4,3,male,co-applicant,4,savings_insurance,41,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.573192695
no_checking,38,outstanding_credit,appliances,3176,greater_1000,greater_7,4,male,co-applicant,4,car_other,70,none,own,2,skilled,1,yes,yes,Risk,Risk,0.129072968
no_checking,32,all_credits_paid_back,furniture,4005,greater_1000,4_to_7,3,male,none,2,car_other,35,stores,own,2,unskilled,1,none,yes,No Risk,No Risk,0.616809
no_checking,39,prior_payments_delayed,appliances,4777,500_to_1000,greater_7,5,male,guarantor,4,car_other,36,none,free,2,skilled,1,yes,yes,Risk,Risk,0.140128327
no_checking,32,prior_payments_delayed,car_used,5497,500_to_1000,4_to_7,4,male,guarantor,5,car_other,51,none,free,2,skilled,1,yes,yes,No Risk,Risk,0.159148343
greater_200,18,credits_paid_to_date,car_new,1325,less_100,1_to_4,2,female,none,2,savings_insurance,36,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.8187505
0_to_200,14,prior_payments_delayed,appliances,4902,greater_1000,greater_7,4,male,co-applicant,4,savings_insurance,46,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.621431096
no_checking,31,prior_payments_delayed,radio_tv,6568,100_to_500,less_1,4,male,none,5,car_other,31,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.646560341
no_checking,40,prior_payments_delayed,vacation,6386,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,49,none,own,1,skilled,1,yes,yes,Risk,Risk,0.232340489
no_checking,31,outstanding_credit,furniture,7285,500_to_1000,4_to_7,4,male,co-applicant,5,car_other,32,none,own,1,management_self-employed,2,yes,yes,Risk,Risk,0.270954188
less_0,27,credits_paid_to_date,car_new,1815,less_100,4_to_7,2,male,none,3,savings_insurance,36,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.740010182
less_0,7,no_credits,car_new,250,less_100,unemployed,2,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981272006
0_to_200,33,prior_payments_delayed,car_used,3130,greater_1000,4_to_7,3,male,co-applicant,4,car_other,45,none,own,2,skilled,1,yes,yes,Risk,Risk,0.434398228
no_checking,29,outstanding_credit,furniture,6815,unknown,greater_7,4,male,co-applicant,3,car_other,36,none,own,2,skilled,1,yes,yes,Risk,Risk,0.180561427
less_0,24,credits_paid_to_date,car_used,1380,less_100,4_to_7,2,male,none,1,savings_insurance,30,stores,own,1,skilled,1,none,no,No Risk,No Risk,0.805943777
no_checking,17,credits_paid_to_date,repairs,1574,100_to_500,less_1,2,male,none,3,real_estate,38,none,own,1,management_self-employed,2,none,yes,No Risk,No Risk,0.80036772
no_checking,31,prior_payments_delayed,radio_tv,7460,100_to_500,greater_7,5,male,co-applicant,5,unknown,44,none,free,2,management_self-employed,1,yes,yes,Risk,Risk,0.112945894
0_to_200,23,credits_paid_to_date,radio_tv,6649,less_100,4_to_7,4,female,none,3,car_other,28,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.617578112
0_to_200,37,prior_payments_delayed,appliances,4771,500_to_1000,greater_7,3,male,none,4,car_other,39,none,own,2,skilled,1,yes,yes,Risk,Risk,0.490498012
0_to_200,4,all_credits_paid_back,education,250,100_to_500,4_to_7,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.964575923
0_to_200,21,outstanding_credit,business,5921,less_100,greater_7,4,male,none,4,savings_insurance,39,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.617026859
no_checking,33,prior_payments_delayed,appliances,4177,500_to_1000,4_to_7,4,male,none,3,savings_insurance,39,none,own,2,skilled,2,yes,yes,Risk,No Risk,0.504542441
no_checking,29,credits_paid_to_date,furniture,7061,100_to_500,1_to_4,3,female,none,4,savings_insurance,38,bank,own,2,unskilled,1,none,yes,No Risk,No Risk,0.609835621
0_to_200,10,prior_payments_delayed,furniture,250,less_100,4_to_7,1,male,co-applicant,2,car_other,41,stores,own,1,unskilled,1,yes,yes,Risk,No Risk,0.710030542
no_checking,24,prior_payments_delayed,radio_tv,7762,greater_1000,less_1,4,male,none,3,savings_insurance,39,none,own,2,management_self-employed,1,none,yes,No Risk,No Risk,0.645476424
less_0,20,credits_paid_to_date,furniture,3801,500_to_1000,1_to_4,2,female,none,1,car_other,22,bank,own,1,unemployed,1,yes,yes,No Risk,No Risk,0.853733988
no_checking,39,prior_payments_delayed,appliances,9683,500_to_1000,4_to_7,4,male,co-applicant,4,car_other,49,stores,own,2,unskilled,2,yes,yes,No Risk,Risk,0.267484162
less_0,14,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,3,savings_insurance,19,stores,own,1,skilled,1,none,yes,Risk,No Risk,0.915424771
less_0,25,credits_paid_to_date,retraining,4448,500_to_1000,4_to_7,4,male,none,3,car_other,39,none,own,2,skilled,1,none,no,No Risk,No Risk,0.595248132
0_to_200,5,prior_payments_delayed,furniture,1654,less_100,1_to_4,3,male,none,4,real_estate,25,none,rent,1,management_self-employed,1,none,yes,No Risk,No Risk,0.891973764
no_checking,30,prior_payments_delayed,business,5193,100_to_500,4_to_7,4,male,none,5,car_other,46,none,own,3,skilled,2,yes,yes,Risk,Risk,0.408166773
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,female,none,2,real_estate,22,none,rent,1,management_self-employed,1,none,yes,No Risk,No Risk,0.981272006
less_0,27,prior_payments_delayed,radio_tv,2344,less_100,4_to_7,3,female,none,3,savings_insurance,30,bank,own,2,unemployed,1,none,yes,No Risk,No Risk,0.762476019
less_0,14,all_credits_paid_back,vacation,587,500_to_1000,1_to_4,3,female,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.943665503
0_to_200,21,outstanding_credit,business,4582,100_to_500,greater_7,4,male,none,3,unknown,40,none,own,1,skilled,2,yes,yes,Risk,No Risk,0.596433437
less_0,4,all_credits_paid_back,car_new,250,100_to_500,less_1,1,male,none,1,real_estate,25,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.981272006
less_0,9,prior_payments_delayed,furniture,3047,less_100,1_to_4,3,male,none,3,savings_insurance,35,bank,own,1,unskilled,1,yes,yes,No Risk,No Risk,0.798785494
0_to_200,4,prior_payments_delayed,furniture,250,500_to_1000,4_to_7,1,male,none,1,car_other,28,stores,rent,2,skilled,1,yes,yes,No Risk,No Risk,0.848974643
less_0,8,all_credits_paid_back,car_new,250,100_to_500,1_to_4,1,male,none,1,savings_insurance,34,stores,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.915715886
no_checking,26,prior_payments_delayed,radio_tv,1710,100_to_500,4_to_7,3,female,none,3,real_estate,43,bank,own,1,unemployed,1,none,yes,No Risk,No Risk,0.6516184
0_to_200,39,prior_payments_delayed,business,5478,100_to_500,1_to_4,3,female,none,2,savings_insurance,43,stores,own,1,unskilled,1,none,yes,No Risk,No Risk,0.734926755
no_checking,23,prior_payments_delayed,car_used,3416,500_to_1000,1_to_4,3,male,none,4,savings_insurance,34,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.664150958
no_checking,43,prior_payments_delayed,repairs,8222,500_to_1000,greater_7,5,male,co-applicant,4,unknown,47,none,free,2,skilled,1,yes,yes,Risk,Risk,0.076192614
no_checking,36,prior_payments_delayed,appliances,5855,500_to_1000,greater_7,4,male,none,5,savings_insurance,42,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.505303127
less_0,15,credits_paid_to_date,car_new,763,less_100,less_1,2,female,none,1,savings_insurance,29,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.94152605
less_0,13,all_credits_paid_back,vacation,250,less_100,1_to_4,2,female,co-applicant,1,real_estate,42,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.89346929
no_checking,30,outstanding_credit,appliances,8256,unknown,greater_7,4,female,co-applicant,3,unknown,50,none,free,3,skilled,2,yes,yes,Risk,Risk,0.092208396
0_to_200,14,credits_paid_to_date,furniture,250,less_100,1_to_4,2,female,none,2,real_estate,30,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.964489404
greater_200,34,prior_payments_delayed,furniture,5470,100_to_500,4_to_7,4,male,none,4,car_other,33,none,own,2,skilled,1,none,no,Risk,No Risk,0.558025153
no_checking,23,prior_payments_delayed,car_used,7744,100_to_500,greater_7,3,male,co-applicant,4,car_other,39,none,free,2,management_self-employed,1,none,yes,Risk,Risk,0.322488433
greater_200,24,prior_payments_delayed,education,3598,100_to_500,1_to_4,3,male,none,4,unknown,38,none,free,1,skilled,1,yes,yes,No Risk,No Risk,0.667014828
0_to_200,7,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,1,real_estate,20,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981272006
no_checking,27,prior_payments_delayed,appliances,6222,500_to_1000,4_to_7,3,male,none,4,car_other,41,none,own,2,skilled,2,yes,yes,Risk,Risk,0.449560298
greater_200,4,all_credits_paid_back,education,250,500_to_1000,1_to_4,1,female,none,2,real_estate,28,none,rent,1,management_self-employed,1,none,yes,No Risk,No Risk,0.9724441
no_checking,25,prior_payments_delayed,radio_tv,4101,greater_1000,4_to_7,4,male,none,4,car_other,43,stores,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.569347619
no_checking,19,credits_paid_to_date,radio_tv,4459,100_to_500,4_to_7,4,female,none,3,real_estate,36,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.736707325
0_to_200,14,credits_paid_to_date,car_new,1711,less_100,less_1,3,female,none,2,real_estate,30,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.957291474
0_to_200,10,credits_paid_to_date,furniture,250,less_100,less_1,2,female,none,3,real_estate,23,none,rent,1,management_self-employed,1,none,yes,No Risk,No Risk,0.9651752
0_to_200,35,prior_payments_delayed,furniture,4100,100_to_500,4_to_7,4,male,none,3,savings_insurance,30,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.685083185
0_to_200,5,prior_payments_delayed,furniture,250,less_100,1_to_4,1,male,none,1,real_estate,25,none,rent,1,skilled,1,yes,yes,No Risk,No Risk,0.9357177
less_0,16,prior_payments_delayed,car_new,3681,less_100,4_to_7,3,male,none,3,savings_insurance,30,none,own,1,skilled,2,none,yes,Risk,No Risk,0.830739577
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,female,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.969809626
less_0,23,credits_paid_to_date,repairs,2951,500_to_1000,4_to_7,2,male,none,3,savings_insurance,31,stores,rent,2,unskilled,1,none,yes,No Risk,No Risk,0.722798381
no_checking,40,prior_payments_delayed,radio_tv,2604,unknown,greater_7,4,male,none,4,car_other,39,none,own,2,skilled,1,none,yes,Risk,Risk,0.376013282
0_to_200,34,outstanding_credit,appliances,4174,500_to_1000,1_to_4,4,female,none,2,car_other,44,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.658409824
no_checking,15,credits_paid_to_date,radio_tv,5356,less_100,4_to_7,4,male,none,3,savings_insurance,51,none,own,2,management_self-employed,2,none,yes,No Risk,No Risk,0.605452156
no_checking,37,prior_payments_delayed,appliances,5661,500_to_1000,4_to_7,4,male,none,5,savings_insurance,44,stores,rent,2,unskilled,1,none,yes,No Risk,No Risk,0.533216274
no_checking,36,credits_paid_to_date,business,3631,100_to_500,1_to_4,4,female,none,3,savings_insurance,48,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.615814798
greater_200,20,credits_paid_to_date,repairs,5238,greater_1000,4_to_7,4,male,none,3,car_other,50,none,own,2,skilled,1,yes,yes,No Risk,No Risk,0.5495671
less_0,4,no_credits,education,586,less_100,1_to_4,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9724441
0_to_200,23,outstanding_credit,furniture,5180,greater_1000,less_1,3,male,none,2,unknown,46,none,own,2,skilled,1,yes,yes,Risk,No Risk,0.502116745
less_0,12,prior_payments_delayed,car_new,250,greater_1000,less_1,2,male,none,1,savings_insurance,22,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.929959588
less_0,14,prior_payments_delayed,business,4921,less_100,1_to_4,3,male,none,2,savings_insurance,29,none,own,2,management_self-employed,1,none,yes,No Risk,No Risk,0.810078234
less_0,5,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,3,real_estate,22,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.94507736
no_checking,34,outstanding_credit,repairs,6863,unknown,greater_7,5,male,co-applicant,4,unknown,49,none,own,2,skilled,2,yes,yes,Risk,Risk,0.082937028
0_to_200,10,no_credits,car_new,250,less_100,unemployed,1,female,none,3,real_estate,32,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.964207265
no_checking,24,outstanding_credit,furniture,5961,500_to_1000,1_to_4,4,male,none,4,car_other,50,none,own,3,skilled,1,yes,yes,Risk,No Risk,0.509759287
no_checking,41,prior_payments_delayed,radio_tv,7143,500_to_1000,greater_7,5,male,co-applicant,5,unknown,47,none,free,2,skilled,1,yes,yes,Risk,Risk,0.065381541
0_to_200,15,credits_paid_to_date,furniture,1350,less_100,less_1,2,female,none,2,savings_insurance,30,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.927366848
no_checking,27,outstanding_credit,radio_tv,5678,500_to_1000,4_to_7,4,male,none,3,unknown,54,none,free,2,skilled,1,yes,yes,Risk,Risk,0.283251632
no_checking,34,prior_payments_delayed,furniture,5851,greater_1000,greater_7,4,male,co-applicant,4,unknown,51,none,own,2,skilled,1,yes,yes,Risk,Risk,0.088446414
no_checking,8,prior_payments_delayed,car_new,899,100_to_500,4_to_7,2,male,none,3,savings_insurance,27,bank,own,1,unskilled,1,yes,yes,No Risk,No Risk,0.769533538
no_checking,30,prior_payments_delayed,radio_tv,8357,500_to_1000,greater_7,3,male,co-applicant,4,unknown,53,none,free,2,skilled,1,yes,yes,Risk,Risk,0.091934049
no_checking,15,credits_paid_to_date,car_new,2685,100_to_500,4_to_7,4,female,none,2,savings_insurance,46,stores,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.737569252
no_checking,39,prior_payments_delayed,other,9086,500_to_1000,1_to_4,4,male,guarantor,3,unknown,47,none,free,2,skilled,1,yes,yes,Risk,Risk,0.251991614
less_0,6,all_credits_paid_back,education,250,100_to_500,4_to_7,2,female,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.964575923
less_0,17,credits_paid_to_date,repairs,1096,100_to_500,1_to_4,3,female,none,1,savings_insurance,29,stores,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.89441599
no_checking,30,all_credits_paid_back,car_used,1102,100_to_500,unemployed,3,female,none,4,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.734982318
0_to_200,16,credits_paid_to_date,car_used,3831,100_to_500,1_to_4,2,female,none,2,car_other,43,none,rent,1,skilled,2,none,yes,Risk,No Risk,0.789398512
less_0,10,all_credits_paid_back,car_new,250,less_100,1_to_4,1,male,none,2,real_estate,34,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.954048418
0_to_200,21,credits_paid_to_date,furniture,2477,less_100,4_to_7,3,male,none,4,car_other,35,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.628305139
greater_200,14,prior_payments_delayed,furniture,3608,100_to_500,greater_7,3,male,none,3,car_other,39,stores,own,2,skilled,2,yes,yes,Risk,No Risk,0.638835109
no_checking,25,credits_paid_to_date,business,6597,less_100,greater_7,5,female,none,4,savings_insurance,48,none,own,2,skilled,1,yes,yes,Risk,Risk,0.361367918
less_0,11,no_credits,car_used,1645,less_100,less_1,2,female,none,1,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.946096677
no_checking,28,credits_paid_to_date,furniture,3914,100_to_500,1_to_4,4,male,none,2,savings_insurance,39,stores,own,1,unskilled,2,yes,yes,No Risk,No Risk,0.682826445
no_checking,16,credits_paid_to_date,retraining,1519,100_to_500,1_to_4,3,female,none,3,savings_insurance,33,none,rent,1,skilled,1,yes,yes,No Risk,No Risk,0.785668516
no_checking,27,outstanding_credit,appliances,8569,500_to_1000,4_to_7,4,male,none,4,unknown,46,none,free,2,skilled,1,yes,yes,Risk,Risk,0.291406714
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,2,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.969809626
no_checking,27,outstanding_credit,appliances,5139,500_to_1000,4_to_7,3,male,none,3,savings_insurance,45,bank,own,1,unskilled,1,none,yes,No Risk,No Risk,0.626404514
no_checking,8,all_credits_paid_back,furniture,2931,100_to_500,less_1,1,female,none,3,savings_insurance,49,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.808400281
no_checking,26,credits_paid_to_date,radio_tv,10639,less_100,4_to_7,5,female,none,5,unknown,42,none,free,2,management_self-employed,1,yes,yes,Risk,Risk,0.385970559
0_to_200,21,prior_payments_delayed,car_used,3010,less_100,4_to_7,2,female,co-applicant,1,car_other,34,bank,own,1,unemployed,1,yes,yes,Risk,No Risk,0.647137805
0_to_200,25,credits_paid_to_date,radio_tv,3373,less_100,4_to_7,3,female,none,3,car_other,37,none,own,2,skilled,2,yes,yes,No Risk,No Risk,0.611717893
less_0,22,prior_payments_delayed,car_new,3554,less_100,less_1,1,male,none,1,car_other,32,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.845905614
no_checking,33,prior_payments_delayed,furniture,7227,100_to_500,4_to_7,4,male,co-applicant,4,savings_insurance,45,none,free,3,management_self-employed,2,yes,yes,Risk,Risk,0.293756659
no_checking,33,outstanding_credit,radio_tv,7233,500_to_1000,greater_7,5,male,co-applicant,5,unknown,34,none,free,2,management_self-employed,2,yes,yes,Risk,Risk,0.110279565
no_checking,32,outstanding_credit,other,10292,100_to_500,greater_7,6,male,co-applicant,5,car_other,61,none,free,2,management_self-employed,1,yes,yes,Risk,Risk,0.088016374
0_to_200,24,outstanding_credit,appliances,3415,100_to_500,1_to_4,3,male,none,4,savings_insurance,26,none,own,1,skilled,2,yes,yes,No Risk,No Risk,0.66993031
no_checking,25,prior_payments_delayed,car_used,6775,greater_1000,4_to_7,3,male,none,4,car_other,39,none,own,2,skilled,1,none,yes,Risk,Risk,0.486260258
greater_200,18,outstanding_credit,furniture,4686,100_to_500,4_to_7,3,male,guarantor,4,savings_insurance,50,none,free,1,skilled,1,yes,yes,Risk,No Risk,0.559511019
no_checking,33,prior_payments_delayed,appliances,6516,500_to_1000,4_to_7,4,male,none,4,car_other,54,none,own,2,skilled,1,yes,yes,No Risk,Risk,0.305012043
less_0,4,all_credits_paid_back,car_used,312,less_100,unemployed,2,female,none,1,real_estate,26,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.983455914
no_checking,33,all_credits_paid_back,radio_tv,4420,100_to_500,less_1,4,male,none,3,real_estate,34,stores,own,1,unskilled,1,yes,yes,No Risk,No Risk,0.744559958
0_to_200,19,credits_paid_to_date,retraining,250,less_100,less_1,2,female,none,2,savings_insurance,21,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.931764081
less_0,24,credits_paid_to_date,furniture,1859,500_to_1000,4_to_7,3,female,none,2,real_estate,28,stores,own,1,unskilled,1,none,yes,No Risk,No Risk,0.894861268
0_to_200,5,prior_payments_delayed,car_new,1152,less_100,4_to_7,3,female,none,1,car_other,25,none,own,1,skilled,2,none,yes,No Risk,No Risk,0.866588414
no_checking,27,prior_payments_delayed,car_used,4893,100_to_500,1_to_4,4,male,none,5,savings_insurance,44,none,own,2,management_self-employed,1,none,yes,Risk,No Risk,0.607080712
greater_200,9,credits_paid_to_date,appliances,938,less_100,4_to_7,3,female,none,3,savings_insurance,40,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.832973908
0_to_200,31,outstanding_credit,vacation,5622,100_to_500,1_to_4,4,female,none,2,unknown,39,none,free,2,skilled,1,none,yes,No Risk,No Risk,0.650227081
greater_200,28,prior_payments_delayed,radio_tv,4153,100_to_500,1_to_4,4,male,none,3,car_other,40,none,free,2,skilled,1,none,yes,Risk,No Risk,0.62051666
less_0,9,all_credits_paid_back,car_used,250,less_100,1_to_4,2,male,none,2,savings_insurance,26,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.943665503
0_to_200,4,prior_payments_delayed,furniture,5006,100_to_500,1_to_4,3,male,none,4,unknown,48,none,free,2,skilled,1,yes,yes,No Risk,No Risk,0.611999371
0_to_200,17,prior_payments_delayed,radio_tv,2207,100_to_500,4_to_7,2,male,none,3,savings_insurance,32,stores,own,2,unskilled,2,none,yes,No Risk,No Risk,0.795266719
less_0,4,credits_paid_to_date,car_used,309,less_100,less_1,2,male,none,2,real_estate,28,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.977667541
greater_200,26,credits_paid_to_date,repairs,6010,greater_1000,greater_7,4,male,none,4,car_other,42,none,own,2,skilled,1,none,yes,Risk,No Risk,0.525174146
less_0,4,credits_paid_to_date,car_used,250,less_100,less_1,1,male,none,1,real_estate,26,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.977667541
0_to_200,17,prior_payments_delayed,car_new,3879,less_100,less_1,3,female,co-applicant,4,savings_insurance,40,none,own,1,skilled,1,yes,yes,Risk,No Risk,0.68948726
greater_200,19,outstanding_credit,car_used,4467,100_to_500,less_1,3,male,none,3,car_other,28,stores,own,3,unskilled,2,yes,yes,No Risk,No Risk,0.748605379
no_checking,24,outstanding_credit,appliances,6197,unknown,4_to_7,4,male,none,3,car_other,45,none,own,2,skilled,1,yes,yes,No Risk,Risk,0.419071674
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,stores,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.981272006
0_to_200,34,prior_payments_delayed,radio_tv,5417,greater_1000,4_to_7,2,male,none,3,car_other,40,bank,own,2,unemployed,1,yes,yes,No Risk,No Risk,0.620779272
0_to_200,4,all_credits_paid_back,car_new,337,less_100,unemployed,1,female,none,1,savings_insurance,26,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.94771731
less_0,9,credits_paid_to_date,furniture,1630,less_100,less_1,2,female,none,1,savings_insurance,25,stores,own,1,skilled,1,yes,yes,No Risk,No Risk,0.910731323
0_to_200,24,credits_paid_to_date,appliances,4165,less_100,4_to_7,4,male,none,2,savings_insurance,33,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.763602074
less_0,19,credits_paid_to_date,furniture,2072,less_100,less_1,1,female,none,1,real_estate,22,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.938466482
no_checking,18,outstanding_credit,car_used,1620,500_to_1000,1_to_4,3,male,none,2,car_other,30,none,free,1,skilled,1,none,yes,Risk,No Risk,0.795978921
no_checking,28,prior_payments_delayed,appliances,6893,100_to_500,4_to_7,4,female,none,4,unknown,45,stores,own,2,unskilled,1,yes,yes,Risk,Risk,0.378569479
no_checking,15,credits_paid_to_date,car_new,1299,100_to_500,less_1,3,female,none,3,real_estate,36,none,free,2,skilled,1,yes,yes,No Risk,No Risk,0.776722346
no_checking,28,outstanding_credit,appliances,7333,greater_1000,1_to_4,4,male,none,4,unknown,54,none,own,2,management_self-employed,2,yes,yes,Risk,Risk,0.402337089
0_to_200,14,credits_paid_to_date,car_used,250,less_100,1_to_4,3,male,none,2,real_estate,27,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.966101797
0_to_200,33,outstanding_credit,radio_tv,4296,500_to_1000,greater_7,4,male,none,2,unknown,42,stores,own,2,unskilled,1,none,yes,No Risk,No Risk,0.65212726
0_to_200,5,all_credits_paid_back,appliances,4991,less_100,less_1,3,female,none,3,car_other,28,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.895595152
no_checking,25,all_credits_paid_back,retraining,8381,500_to_1000,1_to_4,4,female,none,4,savings_insurance,43,none,own,2,management_self-employed,1,none,yes,No Risk,No Risk,0.648427358
0_to_200,4,all_credits_paid_back,education,790,less_100,1_to_4,3,male,none,1,real_estate,19,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.972327935
