CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk,PredictedLabel,ProbabilityFavorable
greater_200,27,credits_paid_to_date,radio_tv,6070,greater_1000,1_to_4,4,male,none,3,savings_insurance,43,none,own,2,skilled,1,none,yes,Risk,No Risk,0.6336802220000001
0_to_200,10,credits_paid_to_date,furniture,250,500_to_1000,less_1,2,female,none,3,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9611553270000001
no_checking,30,outstanding_credit,furniture,5735,unknown,4_to_7,3,male,none,5,unknown,48,none,own,2,skilled,2,yes,yes,Risk,Risk,0.309426319
0_to_200,10,credits_paid_to_date,car_new,4049,less_100,less_1,1,female,none,2,car_other,29,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.896031398
less_0,18,credits_paid_to_date,car_new,1026,less_100,less_1,2,female,none,3,real_estate,31,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.911793205
less_0,7,all_credits_paid_back,car_new,250,less_100,1_to_4,2,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.970260192
less_0,17,credits_paid_to_date,furniture,250,500_to_1000,4_to_7,3,male,none,3,savings_insurance,26,bank,rent,1,unemployed,2,yes,yes,No Risk,No Risk,0.91005006
0_to_200,17,no_credits,car_used,3789,less_100,1_to_4,3,female,none,2,car_other,41,none,rent,2,skilled,1,none,yes,No Risk,No Risk,0.754823493
0_to_200,14,credits_paid_to_date,furniture,3208,100_to_500,4_to_7,4,female,co-applicant,2,car_other,47,none,own,2,unskilled,1,yes,yes,No Risk,No Risk,0.524704759
greater_200,6,credits_paid_to_date,car_new,3249,less_100,1_to_4,2,male,none,3,savings_insurance,20,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.8920529070000001
no_checking,35,prior_payments_delayed,radio_tv,9667,100_to_500,1_to_4,5,male,co-applicant,5,unknown,50,none,free,2,management_self-employed,1,yes,yes,Risk,Risk,0.287653394
0_to_200,10,credits_paid_to_date,furniture,250,500_to_1000,4_to_7,2,male,none,2,car_other,37,stores,own,1,skilled,1,yes,yes,No Risk,No Risk,0.826542113
no_checking,34,prior_payments_delayed,business,6689,unknown,4_to_7,3,male,none,2,savings_insurance,47,none,own,2,management_self-employed,1,none,yes,Risk,No Risk,0.58025017
less_0,9,no_credits,car_new,250,100_to_500,unemployed,2,male,none,1,real_estate,31,none,rent,2,skilled,1,none,yes,No Risk,No Risk,0.954791122
no_checking,38,prior_payments_delayed,repairs,5121,unknown,4_to_7,3,male,none,3,car_other,51,none,own,2,skilled,2,yes,yes,No Risk,Risk,0.35509905799999997
less_0,15,prior_payments_delayed,radio_tv,250,greater_1000,4_to_7,1,male,none,1,savings_insurance,28,stores,rent,1,unskilled,1,none,yes,Risk,No Risk,0.926103021
less_0,14,all_credits_paid_back,car_new,250,100_to_500,less_1,1,female,none,1,real_estate,24,stores,rent,2,skilled,1,none,yes,No Risk,No Risk,0.954514671
0_to_200,13,no_credits,appliances,250,100_to_500,1_to_4,2,female,co-applicant,1,savings_insurance,48,stores,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.8532747559999999
0_to_200,23,credits_paid_to_date,car_used,5348,less_100,1_to_4,3,male,none,3,savings_insurance,39,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.70706614
no_checking,8,prior_payments_delayed,vacation,1807,500_to_1000,1_to_4,3,male,co-applicant,4,real_estate,45,none,own,1,management_self-employed,1,yes,yes,Risk,No Risk,0.660641493
0_to_200,30,credits_paid_to_date,furniture,6768,less_100,4_to_7,4,male,none,3,unknown,58,none,own,2,skilled,1,yes,yes,No Risk,Risk,0.41388345200000004
0_to_200,4,all_credits_paid_back,car_used,250,100_to_500,less_1,2,female,none,3,real_estate,19,stores,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.968556093
no_checking,35,outstanding_credit,repairs,9500,greater_1000,greater_7,5,male,co-applicant,4,unknown,49,none,free,4,skilled,2,yes,yes,Risk,Risk,0.07098863799999999
no_checking,45,prior_payments_delayed,appliances,7213,500_to_1000,4_to_7,4,male,co-applicant,4,car_other,40,none,free,2,skilled,1,yes,yes,Risk,Risk,0.19405535399999999
no_checking,29,prior_payments_delayed,radio_tv,6968,unknown,4_to_7,4,male,none,5,unknown,58,none,own,2,skilled,2,none,yes,No Risk,Risk,0.336763291
greater_200,15,credits_paid_to_date,car_new,1715,less_100,1_to_4,2,male,none,3,car_other,27,none,rent,1,skilled,1,yes,yes,Risk,No Risk,0.8268483870000001
less_0,10,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,savings_insurance,28,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9635666959999999
greater_200,24,credits_paid_to_date,radio_tv,459,100_to_500,4_to_7,3,male,none,4,real_estate,29,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.742096945
0_to_200,29,credits_paid_to_date,radio_tv,3706,less_100,4_to_7,3,female,none,2,unknown,34,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.73633357
no_checking,12,credits_paid_to_date,radio_tv,7354,greater_1000,greater_7,4,male,none,4,car_other,44,none,own,2,management_self-employed,1,yes,yes,No Risk,Risk,0.49791839299999996
less_0,24,prior_payments_delayed,car_used,1067,less_100,1_to_4,1,female,none,1,car_other,35,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.7595132790000001
0_to_200,18,credits_paid_to_date,car_new,2840,100_to_500,4_to_7,3,female,none,3,car_other,37,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.71095957
less_0,20,prior_payments_delayed,radio_tv,4324,less_100,4_to_7,3,male,none,3,unknown,36,none,own,1,skilled,2,yes,yes,No Risk,No Risk,0.67227115
no_checking,37,credits_paid_to_date,appliances,6646,100_to_500,4_to_7,5,male,none,3,car_other,47,none,own,2,skilled,1,none,yes,Risk,Risk,0.399481752
0_to_200,18,credits_paid_to_date,business,6693,less_100,1_to_4,4,female,none,2,car_other,37,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.75809112
no_checking,26,all_credits_paid_back,car_used,4673,greater_1000,4_to_7,4,female,none,4,car_other,39,none,free,2,skilled,1,none,yes,Risk,Risk,0.49233342
less_0,17,prior_payments_delayed,furniture,2070,500_to_1000,1_to_4,1,female,none,2,unknown,47,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.791671004
no_checking,40,prior_payments_delayed,furniture,5370,500_to_1000,1_to_4,4,male,co-applicant,4,car_other,32,none,free,1,skilled,2,yes,yes,Risk,Risk,0.41763917899999997
less_0,25,prior_payments_delayed,appliances,2609,100_to_500,1_to_4,2,male,none,2,savings_insurance,29,bank,own,2,unemployed,1,yes,yes,No Risk,No Risk,0.814333823
0_to_200,12,prior_payments_delayed,furniture,3638,greater_1000,greater_7,4,male,none,4,car_other,25,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.709211377
less_0,23,credits_paid_to_date,radio_tv,1460,less_100,less_1,2,male,none,3,car_other,25,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.81324674
less_0,4,all_credits_paid_back,car_new,2708,less_100,1_to_4,2,female,none,3,car_other,35,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.857182477
no_checking,38,prior_payments_delayed,repairs,6649,500_to_1000,greater_7,5,male,none,3,unknown,49,none,own,2,skilled,1,none,yes,Risk,Risk,0.257405208
0_to_200,4,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,3,real_estate,19,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.966372185
less_0,21,prior_payments_delayed,retraining,3341,less_100,1_to_4,3,female,none,2,savings_insurance,32,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.756382289
0_to_200,18,no_credits,vacation,250,less_100,1_to_4,3,male,none,2,real_estate,21,bank,own,1,unemployed,1,none,yes,No Risk,No Risk,0.946498717
greater_200,29,outstanding_credit,furniture,4400,unknown,greater_7,4,male,none,3,car_other,46,bank,own,2,unemployed,2,yes,yes,Risk,Risk,0.42019136100000004
no_checking,58,outstanding_credit,education,6589,unknown,greater_7,5,male,co-applicant,5,car_other,44,bank,free,2,unskilled,1,yes,yes,Risk,Risk,0.20490185
less_0,29,outstanding_credit,radio_tv,3782,100_to_500,less_1,3,female,co-applicant,2,car_other,39,stores,own,2,unskilled,1,yes,yes,Risk,No Risk,0.62092216
0_to_200,10,credits_paid_to_date,repairs,250,500_to_1000,less_1,1,male,none,3,real_estate,22,bank,rent,1,unskilled,2,none,yes,No Risk,No Risk,0.953501114
less_0,21,prior_payments_delayed,radio_tv,2216,less_100,greater_7,4,male,none,3,car_other,32,none,own,2,skilled,2,yes,yes,No Risk,No Risk,0.6550129579999999
less_0,7,all_credits_paid_back,car_new,1531,less_100,unemployed,1,female,none,2,car_other,28,stores,rent,1,unskilled,1,yes,yes,No Risk,No Risk,0.92283515
no_checking,37,prior_payments_delayed,repairs,6265,unknown,greater_7,5,male,co-applicant,3,car_other,57,none,free,2,skilled,2,yes,yes,Risk,Risk,0.09155016099999999
less_0,9,prior_payments_delayed,car_new,250,100_to_500,1_to_4,2,male,none,3,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9093321959999999
less_0,10,all_credits_paid_back,car_used,605,less_100,less_1,2,female,co-applicant,3,real_estate,26,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.967132048
greater_200,26,credits_paid_to_date,radio_tv,3679,less_100,unemployed,3,male,none,4,savings_insurance,25,none,rent,1,management_self-employed,1,none,yes,No Risk,No Risk,0.718202365
0_to_200,17,credits_paid_to_date,furniture,1772,500_to_1000,1_to_4,2,male,none,1,savings_insurance,29,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.899206976
0_to_200,4,all_credits_paid_back,car_new,5010,less_100,1_to_4,3,female,none,3,car_other,31,bank,own,1,unemployed,1,none,yes,No Risk,No Risk,0.84371076
less_0,8,all_credits_paid_back,education,404,100_to_500,1_to_4,2,female,none,2,savings_insurance,29,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.958771796
no_checking,35,outstanding_credit,repairs,4676,greater_1000,greater_7,5,male,none,4,car_other,52,stores,own,2,unskilled,2,yes,yes,No Risk,Risk,0.225258643
greater_200,26,outstanding_credit,furniture,6368,100_to_500,greater_7,3,male,none,4,unknown,44,none,own,2,skilled,1,yes,yes,Risk,Risk,0.437149027
less_0,4,credits_paid_to_date,car_new,3837,less_100,1_to_4,3,female,none,3,savings_insurance,19,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.8824310759999999
0_to_200,20,prior_payments_delayed,education,3354,less_100,1_to_4,3,female,none,1,savings_insurance,30,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.786105822
0_to_200,28,outstanding_credit,radio_tv,4901,100_to_500,greater_7,4,male,none,2,unknown,41,bank,own,2,unemployed,2,yes,yes,No Risk,No Risk,0.612465104
no_checking,31,outstanding_credit,furniture,6102,500_to_1000,4_to_7,5,male,guarantor,5,unknown,59,none,free,2,skilled,1,yes,yes,Risk,Risk,0.12221692
0_to_200,39,prior_payments_delayed,appliances,2406,100_to_500,1_to_4,4,male,none,4,car_other,19,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.625295303
no_checking,30,prior_payments_delayed,furniture,5735,greater_1000,4_to_7,4,male,none,3,savings_insurance,44,none,free,2,skilled,1,none,yes,No Risk,No Risk,0.502822899
no_checking,14,outstanding_credit,car_new,4022,100_to_500,greater_7,4,male,co-applicant,5,savings_insurance,52,none,free,1,skilled,1,yes,yes,Risk,Risk,0.43020233799999996
0_to_200,15,prior_payments_delayed,radio_tv,2434,less_100,4_to_7,3,female,none,3,car_other,37,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.764217735
0_to_200,6,all_credits_paid_back,car_new,250,less_100,less_1,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981272006
greater_200,26,prior_payments_delayed,furniture,6249,500_to_1000,less_1,4,female,none,3,car_other,40,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.6956247720000001
0_to_200,9,credits_paid_to_date,car_new,1606,less_100,less_1,2,female,none,2,car_other,19,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.899126222
no_checking,28,prior_payments_delayed,appliances,8320,100_to_500,greater_7,4,male,none,4,car_other,46,none,free,3,skilled,1,yes,yes,Risk,Risk,0.286387374
0_to_200,36,prior_payments_delayed,education,3063,100_to_500,greater_7,4,female,none,3,savings_insurance,26,none,own,1,skilled,1,none,yes,Risk,No Risk,0.6852109259999999
less_0,15,credits_paid_to_date,furniture,2912,less_100,1_to_4,2,male,none,3,car_other,29,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.815624682
less_0,8,all_credits_paid_back,car_new,529,100_to_500,4_to_7,2,male,none,2,savings_insurance,39,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.8200702120000001
no_checking,38,prior_payments_delayed,furniture,4905,500_to_1000,greater_7,3,male,co-applicant,4,car_other,42,none,own,2,skilled,1,yes,yes,Risk,Risk,0.127707384
no_checking,34,prior_payments_delayed,other,7528,100_to_500,greater_7,4,male,none,4,unknown,32,none,free,2,skilled,1,yes,yes,Risk,Risk,0.347843515
less_0,8,no_credits,vacation,250,less_100,unemployed,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9834559140000001
no_checking,18,all_credits_paid_back,furniture,2792,less_100,unemployed,1,female,none,3,real_estate,20,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.871785
less_0,22,prior_payments_delayed,education,1838,100_to_500,1_to_4,3,female,none,3,real_estate,25,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.796485268
less_0,11,all_credits_paid_back,furniture,250,less_100,unemployed,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981843522
no_checking,42,outstanding_credit,appliances,8173,greater_1000,greater_7,6,male,co-applicant,3,unknown,55,none,free,3,skilled,2,yes,yes,Risk,Risk,0.082699186
0_to_200,42,prior_payments_delayed,repairs,565,500_to_1000,less_1,2,male,none,3,real_estate,19,stores,own,1,skilled,1,none,yes,Risk,No Risk,0.818905524
0_to_200,36,prior_payments_delayed,radio_tv,3708,100_to_500,greater_7,3,female,none,2,savings_insurance,41,stores,own,1,skilled,1,none,yes,Risk,No Risk,0.7041541259999999
0_to_200,4,no_credits,furniture,250,less_100,unemployed,1,male,none,2,real_estate,22,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.9790401209999999
greater_200,21,credits_paid_to_date,furniture,2518,500_to_1000,4_to_7,3,female,none,4,real_estate,38,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.708213192
0_to_200,5,prior_payments_delayed,car_used,1161,less_100,4_to_7,2,male,none,1,car_other,28,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.874758439
0_to_200,17,credits_paid_to_date,car_new,2540,less_100,4_to_7,2,male,none,3,car_other,34,none,own,1,skilled,2,yes,yes,No Risk,No Risk,0.721506605
0_to_200,16,credits_paid_to_date,car_used,250,100_to_500,1_to_4,2,male,none,1,savings_insurance,35,bank,rent,1,unemployed,2,yes,yes,No Risk,No Risk,0.849944787
less_0,20,no_credits,vacation,1860,less_100,1_to_4,3,female,none,3,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.858746472
less_0,5,all_credits_paid_back,car_used,811,less_100,unemployed,1,female,none,2,real_estate,19,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.981328255
less_0,8,all_credits_paid_back,car_new,2812,less_100,1_to_4,2,male,none,1,savings_insurance,42,stores,own,2,skilled,1,none,yes,No Risk,No Risk,0.8526905640000001
0_to_200,18,credits_paid_to_date,repairs,1774,less_100,1_to_4,2,female,none,3,savings_insurance,27,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.833578138
less_0,13,all_credits_paid_back,car_new,1943,less_100,4_to_7,2,male,none,3,real_estate,26,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.947393975
less_0,4,all_credits_paid_back,car_used,250,100_to_500,unemployed,1,male,none,1,savings_insurance,28,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.9719935340000001
0_to_200,22,credits_paid_to_date,radio_tv,6929,less_100,4_to_7,4,female,none,2,savings_insurance,31,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.658597715
less_0,4,credits_paid_to_date,car_new,250,500_to_1000,4_to_7,1,female,none,2,real_estate,29,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.956603641
0_to_200,18,credits_paid_to_date,furniture,2042,less_100,unemployed,1,female,none,2,car_other,26,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.8894013279999999
greater_200,12,credits_paid_to_date,car_new,2236,less_100,1_to_4,3,male,none,2,real_estate,30,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.9253422029999999
less_0,12,prior_payments_delayed,car_used,1460,less_100,1_to_4,3,male,none,3,car_other,32,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.8321926959999999
less_0,16,prior_payments_delayed,vacation,1864,less_100,4_to_7,3,male,none,2,car_other,30,stores,own,1,skilled,1,none,yes,Risk,No Risk,0.86544156
less_0,24,credits_paid_to_date,car_new,468,500_to_1000,4_to_7,3,male,none,3,real_estate,24,none,rent,2,skilled,1,none,yes,No Risk,No Risk,0.8182544909999999
no_checking,26,prior_payments_delayed,business,3007,100_to_500,4_to_7,3,male,none,4,car_other,38,bank,own,1,unskilled,2,yes,yes,Risk,No Risk,0.566823028
0_to_200,17,credits_paid_to_date,retraining,2872,less_100,1_to_4,2,female,none,2,savings_insurance,26,bank,rent,2,unemployed,1,none,yes,No Risk,No Risk,0.839221033
greater_200,34,outstanding_credit,appliances,2897,greater_1000,4_to_7,3,male,none,3,car_other,37,none,own,2,skilled,1,yes,yes,Risk,No Risk,0.565775618
less_0,21,prior_payments_delayed,retraining,1912,less_100,4_to_7,2,female,none,1,real_estate,25,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.8956176109999999
less_0,4,all_credits_paid_back,car_new,250,100_to_500,less_1,1,male,none,1,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.969809626
0_to_200,16,credits_paid_to_date,car_new,1105,less_100,unemployed,2,female,none,1,real_estate,34,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.902953118
no_checking,31,outstanding_credit,appliances,4628,unknown,greater_7,3,male,none,4,savings_insurance,53,none,own,2,skilled,1,yes,yes,Risk,Risk,0.334646444
0_to_200,17,prior_payments_delayed,car_used,3127,100_to_500,less_1,3,male,none,4,unknown,36,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.665703315
0_to_200,15,credits_paid_to_date,car_used,250,less_100,1_to_4,2,female,none,3,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.905342291
less_0,19,all_credits_paid_back,radio_tv,3166,100_to_500,less_1,3,male,none,3,savings_insurance,27,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.8643707340000001
0_to_200,21,credits_paid_to_date,radio_tv,5873,less_100,4_to_7,4,female,none,4,car_other,23,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.653683189
no_checking,35,outstanding_credit,radio_tv,5416,unknown,greater_7,4,male,co-applicant,3,car_other,47,none,own,3,skilled,2,yes,yes,Risk,Risk,0.12698277
0_to_200,4,all_credits_paid_back,education,3723,less_100,less_1,3,male,none,2,real_estate,24,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.9547742309999999
no_checking,31,outstanding_credit,radio_tv,6327,500_to_1000,4_to_7,3,male,none,4,car_other,55,none,own,2,skilled,2,yes,yes,Risk,Risk,0.325588383
greater_200,14,prior_payments_delayed,car_new,4445,100_to_500,1_to_4,4,male,none,3,car_other,34,stores,rent,1,unskilled,1,yes,yes,No Risk,No Risk,0.760054474
less_0,21,credits_paid_to_date,furniture,1543,less_100,4_to_7,3,male,none,2,savings_insurance,39,none,own,1,skilled,2,none,yes,No Risk,No Risk,0.749729042
0_to_200,10,credits_paid_to_date,car_new,4141,500_to_1000,4_to_7,3,male,none,2,car_other,37,none,own,2,skilled,2,none,yes,No Risk,No Risk,0.7305589509999999
no_checking,37,outstanding_credit,repairs,7338,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,48,none,free,2,management_self-employed,2,yes,yes,Risk,Risk,0.12221692
0_to_200,21,credits_paid_to_date,radio_tv,250,100_to_500,1_to_4,3,female,none,3,real_estate,27,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.7960745020000001
0_to_200,23,credits_paid_to_date,car_new,2583,less_100,1_to_4,3,male,none,3,savings_insurance,29,none,own,2,skilled,1,yes,yes,No Risk,No Risk,0.697451481
0_to_200,20,credits_paid_to_date,furniture,3198,less_100,1_to_4,2,female,none,3,car_other,22,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.762685512
no_checking,27,all_credits_paid_back,furniture,4923,less_100,1_to_4,4,male,none,2,savings_insurance,32,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.6427858160000001
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,2,real_estate,22,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.978468606
no_checking,28,outstanding_credit,furniture,8073,500_to_1000,4_to_7,3,male,co-applicant,3,car_other,52,none,free,2,management_self-employed,1,yes,yes,Risk,Risk,0.22139328600000002
no_checking,34,outstanding_credit,furniture,6085,500_to_1000,4_to_7,4,male,co-applicant,4,unknown,46,none,free,2,skilled,1,yes,yes,Risk,Risk,0.14947733
less_0,14,all_credits_paid_back,car_new,2035,500_to_1000,1_to_4,1,female,none,2,real_estate,26,stores,rent,1,unskilled,1,none,yes,Risk,No Risk,0.966144925
0_to_200,34,outstanding_credit,repairs,8231,100_to_500,greater_7,4,male,none,4,unknown,48,none,free,2,skilled,1,yes,yes,Risk,Risk,0.332866569
less_0,21,credits_paid_to_date,car_new,513,less_100,4_to_7,2,male,none,3,savings_insurance,28,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.789582
0_to_200,24,credits_paid_to_date,radio_tv,2859,less_100,unemployed,2,female,co-applicant,2,savings_insurance,27,bank,rent,1,unemployed,1,yes,yes,No Risk,No Risk,0.8197396029999999
no_checking,24,prior_payments_delayed,business,7013,100_to_500,4_to_7,4,male,none,3,car_other,34,none,own,2,management_self-employed,1,none,yes,No Risk,No Risk,0.513165118
greater_200,15,outstanding_credit,retraining,1127,100_to_500,1_to_4,3,male,none,2,real_estate,40,none,own,1,management_self-employed,1,yes,yes,No Risk,No Risk,0.87868637
0_to_200,31,prior_payments_delayed,car_used,2816,100_to_500,greater_7,4,male,none,3,car_other,35,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.594657085
0_to_200,14,credits_paid_to_date,car_used,855,500_to_1000,4_to_7,3,female,none,3,real_estate,37,none,own,1,skilled,2,yes,yes,No Risk,No Risk,0.8447510159999999
no_checking,34,prior_payments_delayed,other,6801,100_to_500,greater_7,5,male,none,3,car_other,53,none,free,2,skilled,1,yes,yes,Risk,Risk,0.21116907199999999
no_checking,33,prior_payments_delayed,radio_tv,5047,greater_1000,4_to_7,4,male,guarantor,4,savings_insurance,56,none,own,2,skilled,2,yes,yes,No Risk,Risk,0.37661182299999996
no_checking,41,prior_payments_delayed,appliances,7041,500_to_1000,greater_7,4,male,co-applicant,4,car_other,58,bank,own,2,unskilled,2,yes,yes,Risk,Risk,0.167019203
no_checking,8,credits_paid_to_date,vacation,1877,less_100,less_1,3,male,none,4,real_estate,29,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.887515607
0_to_200,15,prior_payments_delayed,car_new,2500,less_100,1_to_4,1,male,none,2,car_other,34,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.829434626
0_to_200,5,all_credits_paid_back,car_new,2317,less_100,less_1,2,male,none,3,real_estate,27,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.9480749509999999
greater_200,26,credits_paid_to_date,car_used,7015,100_to_500,1_to_4,4,male,none,4,car_other,49,none,own,2,management_self-employed,2,yes,yes,No Risk,Risk,0.496182464
no_checking,26,prior_payments_delayed,education,4017,100_to_500,1_to_4,4,male,none,4,real_estate,33,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.6465207620000001
no_checking,45,outstanding_credit,repairs,9659,500_to_1000,greater_7,5,male,co-applicant,4,unknown,52,none,own,2,skilled,1,yes,yes,Risk,Risk,0.074271061
less_0,13,all_credits_paid_back,education,250,less_100,4_to_7,3,female,none,2,savings_insurance,19,stores,own,2,skilled,1,none,yes,No Risk,No Risk,0.878571622
no_checking,32,all_credits_paid_back,radio_tv,5396,100_to_500,1_to_4,3,male,none,3,real_estate,43,none,own,1,management_self-employed,2,none,yes,No Risk,No Risk,0.667508203
no_checking,16,credits_paid_to_date,furniture,3653,less_100,4_to_7,3,male,none,3,car_other,40,none,own,2,skilled,1,none,yes,Risk,No Risk,0.6221028710000001
no_checking,25,prior_payments_delayed,radio_tv,6529,unknown,greater_7,5,male,none,3,unknown,55,none,free,2,skilled,2,yes,yes,Risk,Risk,0.234892961
less_0,4,no_credits,car_new,250,less_100,unemployed,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981272006
less_0,26,prior_payments_delayed,car_used,1938,100_to_500,1_to_4,3,male,none,3,savings_insurance,33,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.686076641
no_checking,8,credits_paid_to_date,car_new,6810,less_100,1_to_4,4,female,none,2,savings_insurance,24,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.865906508
less_0,8,credits_paid_to_date,car_new,633,less_100,1_to_4,2,male,co-applicant,2,car_other,55,none,own,2,skilled,1,yes,yes,No Risk,No Risk,0.668923174
no_checking,8,prior_payments_delayed,car_used,2120,100_to_500,less_1,2,male,none,3,savings_insurance,29,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.8274363779999999
less_0,17,all_credits_paid_back,furniture,1391,less_100,less_1,2,male,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.946660423
no_checking,10,credits_paid_to_date,furniture,1080,greater_1000,4_to_7,3,male,none,3,savings_insurance,36,none,own,1,skilled,1,none,yes,Risk,No Risk,0.7064996170000001
greater_200,26,credits_paid_to_date,radio_tv,4900,greater_1000,4_to_7,3,male,none,3,car_other,37,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.597317121
0_to_200,21,prior_payments_delayed,education,1367,less_100,4_to_7,4,female,none,2,savings_insurance,42,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.744806209
0_to_200,15,credits_paid_to_date,vacation,2829,less_100,1_to_4,2,female,none,2,savings_insurance,41,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.82258763
no_checking,11,outstanding_credit,car_new,3371,100_to_500,1_to_4,4,male,none,3,car_other,48,none,own,1,management_self-employed,1,yes,yes,No Risk,No Risk,0.674953635
less_0,30,credits_paid_to_date,furniture,3683,less_100,4_to_7,4,male,none,4,savings_insurance,28,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.639208901
0_to_200,18,prior_payments_delayed,furniture,5518,less_100,1_to_4,3,female,none,2,car_other,25,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.748926546
no_checking,35,outstanding_credit,radio_tv,5842,greater_1000,greater_7,4,male,co-applicant,3,unknown,58,bank,own,2,unemployed,2,yes,yes,Risk,Risk,0.180904581
